Unnamed: 0.1;Unnamed: 0;article;vehicleClass;amount;points;Case ID;Activity;Resource;lastSent;notificationType;dismissal;expense;time:timestamp;label;relative_timestamp_from_start;relative_timestamp_from_previous_activity;concept:name;case:concept:name;case:label
5886;;;A;35.54118347167969;;GEN1431;Payment;;;;;;2011-08-10 12:44:52;regular;1099599.1333333333;17165.733333333334;Payment;GEN1431;regular
5887;;;A;44.41373825073242;;GEN1432;Create Fine;;;;;;2010-02-07 00:05:38;regular;325445.63333333336;0.0;Create Fine;GEN1432;regular
5888;;;A;44.41373825073242;;GEN1432;Send Fine;;;;;;2010-04-15 16:35:30;regular;325445.63333333336;97469.86666666668;Send Fine;GEN1432;regular
5889;;;A;44.41373825073242;;GEN1432;Insert Fine Notification;;;;;;2010-05-07 21:18:11;regular;325445.63333333336;31962.68333333333;Insert Fine Notification;GEN1432;regular
5890;;;A;44.41373825073242;;GEN1432;Add penalty;;;;;;2010-07-05 18:39:54;regular;325445.63333333336;84801.71666666666;Add penalty;GEN1432;regular
5891;;;A;43.37907791137695;;GEN1433;Create Fine;;;;;;2011-07-07 17:26:08;regular;1068086.1333333333;0.0;Create Fine;GEN1433;regular
5892;;;A;43.37907791137695;;GEN1433;Send Fine;;;;;;2011-10-14 05:59:49;regular;1068086.1333333333;141873.68333333332;Send Fine;GEN1433;regular
5893;;;A;43.37907791137695;;GEN1433;Insert Fine Notification;;;;;;2011-10-30 14:13:54;regular;1068086.1333333333;23534.08333333333;Insert Fine Notification;GEN1433;regular
5894;;;A;43.37907791137695;;GEN1433;Add penalty;;;;;;2011-12-28 03:54:30;regular;1068086.1333333333;84340.6;Add penalty;GEN1433;regular
5895;;;A;43.37907791137695;;GEN1433;Payment;;;;;;2012-10-07 04:00:34;regular;1068086.1333333333;408966.06666666665;Payment;GEN1433;regular
5896;;;A;34.86568832397461;;GEN1434;Create Fine;;;;;;2011-07-27 01:14:08;regular;1095914.1333333333;0.0;Create Fine;GEN1434;regular
5897;;;A;34.86568832397461;;GEN1434;Payment;;;;;;2011-08-06 20:19:43;regular;1095914.1333333333;15545.583333333334;Payment;GEN1434;regular
5898;;;A;42.10578536987305;;GEN1435;Create Fine;;;;;;2009-09-26 15:35:53;regular;133415.88333333333;0.0;Create Fine;GEN1435;regular
5899;;;A;42.10578536987305;;GEN1435;Send Fine;;;;;;2009-12-21 14:48:52;regular;133415.88333333333;123792.98333333334;Send Fine;GEN1435;regular
5900;;;A;42.10578536987305;;GEN1435;Insert Fine Notification;;;;;;2010-01-04 15:18:52;regular;133415.88333333333;20190.0;Insert Fine Notification;GEN1435;regular
5901;;;A;42.10578536987305;;GEN1435;Payment;;;;;;2010-01-22 20:06:48;regular;133415.88333333333;26207.93333333333;Payment;GEN1435;regular
5902;;;A;42.10578536987305;;GEN1435;Payment;;;;;;2010-02-15 11:35:04;regular;133415.88333333333;34048.26666666667;Payment;GEN1435;regular
5903;;;A;42.10578536987305;;GEN1435;Payment;;;;;;2010-04-16 01:36:57;regular;133415.88333333333;85801.88333333333;Payment;GEN1435;regular
5904;;;A;43.35209274291992;;GEN1436;Create Fine;;;;;;2011-07-08 13:41:08;regular;1069301.1333333333;0.0;Create Fine;GEN1436;regular
5905;;;A;43.35209274291992;;GEN1436;Send Fine;;;;;;2011-10-14 04:01:05;regular;1069301.1333333333;140539.95;Send Fine;GEN1436;regular
5906;;;A;43.35209274291992;;GEN1436;Insert Fine Notification;;;;;;2011-10-28 23:16:41;regular;1069301.1333333333;21315.6;Insert Fine Notification;GEN1436;regular
5907;;;A;43.35209274291992;;GEN1436;Add penalty;;;;;;2011-12-26 07:56:56;regular;1069301.1333333333;84040.25;Add penalty;GEN1436;regular
5908;;;A;43.35209274291992;;GEN1436;Payment;;;;;;2012-06-06 00:25:09;regular;1069301.1333333333;234268.21666666667;Payment;GEN1436;regular
5909;;;A;44.97666549682617;;GEN1437;Create Fine;;;;;;2010-07-22 04:36:08;regular;563316.1333333333;0.0;Create Fine;GEN1437;regular
5910;;;A;44.97666549682617;;GEN1437;Send Fine;;;;;;2010-10-17 11:51:34;regular;563316.1333333333;125715.43333333332;Send Fine;GEN1437;regular
5911;;;A;44.97666549682617;;GEN1437;Insert Fine Notification;;;;;;2010-11-04 06:15:54;regular;563316.1333333333;25584.33333333333;Insert Fine Notification;GEN1437;regular
5912;;;A;44.97666549682617;;GEN1437;Add penalty;;;;;;2011-01-01 20:50:21;regular;563316.1333333333;84394.45;Add penalty;GEN1437;regular
5913;;;A;45.30231094360352;;GEN1438;Create Fine;;;;;;2010-05-18 03:48:30;regular;469668.5;0.0;Create Fine;GEN1438;regular
5914;;;A;45.30231094360352;;GEN1438;Send Fine;;;;;;2010-08-08 03:33:51;regular;469668.5;118065.35;Send Fine;GEN1438;regular
5915;;;A;45.30231094360352;;GEN1438;Insert Fine Notification;;;;;;2010-08-26 15:15:27;regular;469668.5;26621.6;Insert Fine Notification;GEN1438;regular
5916;;;A;45.30231094360352;;GEN1438;Add penalty;;;;;;2010-10-23 11:32:53;regular;469668.5;83297.43333333333;Add penalty;GEN1438;regular
5917;;;A;36.00857162475586;;GEN1439;Create Fine;;;;;;2011-07-25 11:33:08;regular;1093653.1333333333;0.0;Create Fine;GEN1439;regular
5918;;;A;36.00857162475586;;GEN1439;Payment;;;;;;2011-08-06 10:27:24;regular;1093653.1333333333;17214.266666666666;Payment;GEN1439;regular
5919;;;A;34.25117492675781;;GEN1440;Create Fine;;;;;;2011-07-29 15:48:38;regular;1099668.6333333333;0.0;Create Fine;GEN1440;regular
5920;;;A;34.25117492675781;;GEN1440;Payment;;;;;;2011-08-09 05:01:35;regular;1099668.6333333333;15192.95;Payment;GEN1440;regular
5921;;;A;41.70265197753906;;GEN1441;Create Fine;;;;;;2011-11-26 20:31:53;regular;1272751.8833333333;0.0;Create Fine;GEN1441;regular
5922;;;A;41.70265197753906;;GEN1441;Send Fine;;;;;;2012-03-05 00:02:22;regular;1272751.8833333333;142770.48333333334;Send Fine;GEN1441;regular
5923;;;A;41.70265197753906;;GEN1441;Insert Fine Notification;;;;;;2012-03-19 09:02:39;regular;1272751.8833333333;20700.283333333333;Insert Fine Notification;GEN1441;regular
5924;;;A;41.70265197753906;;GEN1441;Add penalty;;;;;;2012-05-16 14:36:12;regular;1272751.8833333333;83853.55;Add penalty;GEN1441;regular
5925;;;A;41.70265197753906;;GEN1441;Payment;;;;;;2012-11-29 04:35:06;regular;1272751.8833333333;283078.9;Payment;GEN1441;regular
5926;;;A;42.71811676025391;;GEN1442;Create Fine;;;;;;2009-10-04 18:35:15;regular;145115.25;0.0;Create Fine;GEN1442;regular
5927;;;A;42.71811676025391;;GEN1442;Send Fine;;;;;;2009-12-03 05:32:04;regular;145115.25;85616.81666666667;Send Fine;GEN1442;regular
5928;;;A;42.71811676025391;;GEN1442;Payment;;;;;;2010-01-08 10:09:20;regular;145115.25;52117.26666666667;Payment;GEN1442;regular
5929;;;A;44.070594787597656;;GEN1443;Create Fine;;;;;;2011-05-17 18:05:23;regular;994685.3833333332;0.0;Create Fine;GEN1443;regular
5930;;;A;44.070594787597656;;GEN1443;Send Fine;;;;;;2011-08-21 19:07:22;regular;994685.3833333332;138301.98333333334;Send Fine;GEN1443;regular
5931;;;A;44.070594787597656;;GEN1443;Insert Fine Notification;;;;;;2011-09-07 14:35:03;regular;994685.3833333332;24207.68333333333;Insert Fine Notification;GEN1443;regular
5932;;;A;44.070594787597656;;GEN1443;Add penalty;;;;;;2011-11-05 05:02:43;regular;994685.3833333332;84387.66666666667;Add penalty;GEN1443;regular
5933;;;A;44.7833137512207;;GEN1444;Create Fine;;;;;;2010-05-07 20:05:38;regular;454805.63333333336;0.0;Create Fine;GEN1444;regular
5934;;;A;44.7833137512207;;GEN1444;Send Fine;;;;;;2010-07-29 21:42:37;regular;454805.63333333336;119616.98333333334;Send Fine;GEN1444;regular
5935;;;A;44.7833137512207;;GEN1444;Insert Fine Notification;;;;;;2010-08-17 06:37:26;regular;454805.63333333336;26454.816666666666;Insert Fine Notification;GEN1444;regular
5936;;;A;44.7833137512207;;GEN1444;Add penalty;;;;;;2010-10-14 19:26:18;regular;454805.63333333336;84288.86666666667;Add penalty;GEN1444;regular
5937;;;A;44.5753288269043;;GEN1445;Create Fine;;;;;;2010-05-09 11:21:15;regular;457161.25;0.0;Create Fine;GEN1445;regular
5938;;;A;44.5753288269043;;GEN1445;Send Fine;;;;;;2010-07-28 08:13:32;regular;457161.25;115012.28333333334;Send Fine;GEN1445;regular
5939;;;A;44.5753288269043;;GEN1445;Insert Fine Notification;;;;;;2010-08-17 00:50:17;regular;457161.25;28356.75;Insert Fine Notification;GEN1445;regular
5940;;;A;44.5753288269043;;GEN1445;Add penalty;;;;;;2010-10-13 17:28:44;regular;457161.25;83078.45;Add penalty;GEN1445;regular
5941;;;A;38.07253646850586;;GEN1446;Create Fine;;;;;;2011-04-30 20:25:23;regular;970345.3833333332;0.0;Create Fine;GEN1446;regular
5942;;;A;38.07253646850586;;GEN1446;Payment;;;;;;2011-05-20 05:38:05;regular;970345.3833333332;27912.7;Payment;GEN1446;regular
5943;;;A;37.57329940795898;;GEN1447;Create Fine;;;;;;2011-06-07 01:21:23;regular;1023921.3833333332;0.0;Create Fine;GEN1447;regular
5944;;;A;37.57329940795898;;GEN1447;Payment;;;;;;2011-06-22 21:48:34;regular;1023921.3833333332;22827.18333333333;Payment;GEN1447;regular
5945;;;A;44.498313903808594;;GEN1448;Create Fine;;;;;;2010-10-10 22:55:30;regular;679615.5;0.0;Create Fine;GEN1448;regular
5946;;;A;44.498313903808594;;GEN1448;Send Fine;;;;;;2011-01-08 03:02:42;regular;679615.5;128407.2;Send Fine;GEN1448;regular
5947;;;A;44.498313903808594;;GEN1448;Insert Fine Notification;;;;;;2011-01-25 18:23:34;regular;679615.5;25400.866666666665;Insert Fine Notification;GEN1448;regular
5948;;;A;44.498313903808594;;GEN1448;Add penalty;;;;;;2011-03-25 07:37:30;regular;679615.5;84313.93333333333;Add penalty;GEN1448;regular
5949;;;A;45.06585311889648;;GEN1449;Create Fine;;;;;;2010-05-07 21:12:30;regular;454872.5;0.0;Create Fine;GEN1449;regular
5950;;;A;45.06585311889648;;GEN1449;Send Fine;;;;;;2010-07-29 20:52:27;regular;454872.5;119499.95;Send Fine;GEN1449;regular
5951;;;A;45.06585311889648;;GEN1449;Insert Fine Notification;;;;;;2010-08-16 23:32:03;regular;454872.5;26079.6;Insert Fine Notification;GEN1449;regular
5952;;;A;45.06585311889648;;GEN1449;Add penalty;;;;;;2010-10-14 01:47:58;regular;454872.5;83655.91666666667;Add penalty;GEN1449;regular
5953;;;A;44.256107330322266;;GEN1450;Create Fine;;;;;;2010-05-01 11:17:00;regular;445637.0;0.0;Create Fine;GEN1450;regular
5954;;;A;44.256107330322266;;GEN1450;Send Fine;;;;;;2010-07-24 07:28:55;regular;445637.0;120731.91666666669;Send Fine;GEN1450;regular
5955;;;A;44.256107330322266;;GEN1450;Insert Fine Notification;;;;;;2010-08-11 14:33:48;regular;445637.0;26344.88333333333;Insert Fine Notification;GEN1450;regular
5956;;;A;44.256107330322266;;GEN1450;Add penalty;;;;;;2010-10-08 23:15:33;regular;445637.0;84041.75;Add penalty;GEN1450;regular
5957;;;A;43.96685028076172;;GEN1451;Create Fine;;;;;;2011-07-29 21:05:53;regular;1099985.8833333333;0.0;Create Fine;GEN1451;regular
5958;;;A;43.96685028076172;;GEN1451;Send Fine;;;;;;2011-11-05 19:56:07;regular;1099985.8833333333;142490.23333333334;Send Fine;GEN1451;regular
5959;;;A;43.96685028076172;;GEN1451;Insert Fine Notification;;;;;;2011-11-21 19:59:35;regular;1099985.8833333333;23043.466666666667;Insert Fine Notification;GEN1451;regular
5960;;;A;43.96685028076172;;GEN1451;Add penalty;;;;;;2012-01-19 12:06:08;regular;1099985.8833333333;84486.55;Add penalty;GEN1451;regular
5961;;;A;43.96685028076172;;GEN1451;Payment;;;;;;2012-11-12 21:56:06;regular;1099985.8833333333;429709.9666666667;Payment;GEN1451;regular
5962;;;A;45.011016845703125;;GEN1452;Create Fine;;;;;;2011-04-03 04:17:23;regular;930497.3833333332;0.0;Create Fine;GEN1452;regular
5963;;;A;45.011016845703125;;GEN1452;Send Fine;;;;;;2011-07-06 22:07:46;regular;930497.3833333332;136430.38333333333;Send Fine;GEN1452;regular
5964;;;A;45.011016845703125;;GEN1452;Insert Fine Notification;;;;;;2011-07-23 06:52:19;regular;930497.3833333332;23564.55;Insert Fine Notification;GEN1452;regular
5965;;;A;45.011016845703125;;GEN1452;Add penalty;;;;;;2011-09-19 13:32:06;regular;930497.3833333332;83919.78333333334;Add penalty;GEN1452;regular
5966;;;A;45.011016845703125;;GEN1452;Payment;;;;;;2012-04-23 13:49:25;regular;930497.3833333332;312497.31666666665;Payment;GEN1452;regular
5967;;;A;44.12186813354492;;GEN1453;Create Fine;;;;;;2011-06-27 05:14:08;regular;1052954.1333333333;0.0;Create Fine;GEN1453;regular
5968;;;A;44.12186813354492;;GEN1453;Send Fine;;;;;;2011-10-03 14:38:38;regular;1052954.1333333333;141684.5;Send Fine;GEN1453;regular
5969;;;A;44.12186813354492;;GEN1453;Insert Fine Notification;;;;;;2011-10-18 03:51:25;regular;1052954.1333333333;20952.783333333333;Insert Fine Notification;GEN1453;regular
5970;;;A;44.12186813354492;;GEN1453;Add penalty;;;;;;2011-12-14 23:23:16;regular;1052954.1333333333;83251.85;Add penalty;GEN1453;regular
5971;;;A;44.12186813354492;;GEN1453;Payment;;;;;;2012-06-13 18:10:33;regular;1052954.1333333333;261767.28333333333;Payment;GEN1453;regular
5972;;;A;44.35607147216797;;GEN1454;Create Fine;;;;;;2010-05-14 15:33:15;regular;464613.25;0.0;Create Fine;GEN1454;regular
5973;;;A;44.35607147216797;;GEN1454;Send Fine;;;;;;2010-08-05 15:07:20;regular;464613.25;119494.08333333331;Send Fine;GEN1454;regular
5974;;;A;44.35607147216797;;GEN1454;Insert Fine Notification;;;;;;2010-08-23 17:09:56;regular;464613.25;26042.6;Insert Fine Notification;GEN1454;regular
5975;;;A;44.35607147216797;;GEN1454;Add penalty;;;;;;2010-10-20 16:07:04;regular;464613.25;83457.13333333333;Add penalty;GEN1454;regular
5976;;;A;45.07709503173828;;GEN1455;Create Fine;;;;;;2010-05-16 15:18:23;regular;467478.38333333336;0.0;Create Fine;GEN1455;regular
5977;;;A;45.07709503173828;;GEN1455;Send Fine;;;;;;2010-08-04 10:40:03;regular;467478.38333333336;114921.66666666669;Send Fine;GEN1455;regular
5978;;;A;45.07709503173828;;GEN1455;Insert Fine Notification;;;;;;2010-08-23 07:11:55;regular;467478.38333333336;27151.866666666665;Insert Fine Notification;GEN1455;regular
5979;;;A;45.07709503173828;;GEN1455;Add penalty;;;;;;2010-10-20 07:23:17;regular;467478.38333333336;83531.36666666667;Add penalty;GEN1455;regular
5980;;;A;44.24108123779297;;GEN1456;Create Fine;;;;;;2011-06-11 22:30:53;regular;1030950.8833333332;0.0;Create Fine;GEN1456;regular
5981;;;A;44.24108123779297;;GEN1456;Send Fine;;;;;;2011-09-16 13:51:47;regular;1030950.8833333332;139160.9;Send Fine;GEN1456;regular
5982;;;A;44.24108123779297;;GEN1456;Insert Fine Notification;;;;;;2011-10-02 05:56:17;regular;1030950.8833333332;22564.5;Insert Fine Notification;GEN1456;regular
5983;;;A;44.24108123779297;;GEN1456;Add penalty;;;;;;2011-11-29 17:37:36;regular;1030950.8833333332;84221.31666666667;Add penalty;GEN1456;regular
5984;;;A;44.24108123779297;;GEN1456;Payment;;;;;;2012-06-17 13:56:09;regular;1030950.8833333332;289218.55;Payment;GEN1456;regular
5985;;;A;45.598628997802734;;GEN1457;Create Fine;;;;;;2010-05-13 15:26:00;regular;463166.0;0.0;Create Fine;GEN1457;regular
5986;;;A;45.598628997802734;;GEN1457;Send Fine;;;;;;2010-08-04 18:03:48;regular;463166.0;119677.8;Send Fine;GEN1457;regular
5987;;;A;45.598628997802734;;GEN1457;Insert Fine Notification;;;;;;2010-08-23 07:15:34;regular;463166.0;26711.766666666663;Insert Fine Notification;GEN1457;regular
5988;;;A;45.598628997802734;;GEN1457;Add penalty;;;;;;2010-10-20 19:30:21;regular;463166.0;84254.78333333334;Add penalty;GEN1457;regular
5989;;;A;44.17215347290039;;GEN1458;Create Fine;;;;;;2010-08-30 05:13:23;regular;619513.3833333333;0.0;Create Fine;GEN1458;regular
5990;;;A;44.17215347290039;;GEN1458;Send Fine;;;;;;2010-11-26 10:04:38;regular;619513.3833333333;127011.25;Send Fine;GEN1458;regular
5991;;;A;44.17215347290039;;GEN1458;Insert Fine Notification;;;;;;2010-12-10 11:19:00;regular;619513.3833333333;20234.366666666665;Insert Fine Notification;GEN1458;regular
5992;;;A;44.17215347290039;;GEN1458;Add penalty;;;;;;2011-02-04 08:14:19;regular;619513.3833333333;80455.31666666667;Add penalty;GEN1458;regular
5993;;;A;44.17215347290039;;GEN1458;Payment;;;;;;2011-03-16 02:34:27;regular;619513.3833333333;57260.13333333333;Payment;GEN1458;regular
5994;;;A;44.17215347290039;;GEN1458;Payment;;;;;;2011-06-06 11:08:42;regular;619513.3833333333;118594.25;Payment;GEN1458;regular
5995;;;A;45.87306213378906;;GEN1459;Create Fine;;;;;;2010-04-13 11:57:45;regular;419757.75;0.0;Create Fine;GEN1459;regular
5996;;;A;45.87306213378906;;GEN1459;Send Fine;;;;;;2010-07-04 11:20:16;regular;419757.75;118042.51666666666;Send Fine;GEN1459;regular
5997;;;A;45.87306213378906;;GEN1459;Insert Fine Notification;;;;;;2010-07-22 17:10:23;regular;419757.75;26270.116666666665;Insert Fine Notification;GEN1459;regular
5998;;;A;45.87306213378906;;GEN1459;Add penalty;;;;;;2010-09-18 18:07:40;regular;419757.75;83577.28333333334;Add penalty;GEN1459;regular
5999;;;A;45.63604736328125;;GEN1460;Create Fine;;;;;;2010-05-14 10:52:45;regular;464332.75;0.0;Create Fine;GEN1460;regular
6000;;;A;45.63604736328125;;GEN1460;Send Fine;;;;;;2010-08-05 14:15:34;regular;464332.75;119722.81666666668;Send Fine;GEN1460;regular
6001;;;A;45.63604736328125;;GEN1460;Insert Fine Notification;;;;;;2010-08-23 19:01:17;regular;464332.75;26205.716666666667;Insert Fine Notification;GEN1460;regular
6002;;;A;45.63604736328125;;GEN1460;Add penalty;;;;;;2010-10-21 12:07:13;regular;464332.75;84545.93333333333;Add penalty;GEN1460;regular
6003;;;A;35.97999954223633;;GEN1461;Create Fine;;;;;;2011-07-31 04:52:08;regular;1101892.1333333333;0.0;Create Fine;GEN1461;regular
6004;;;A;35.97999954223633;;GEN1461;Payment;;;;;;2011-08-11 15:44:47;regular;1101892.1333333333;16492.65;Payment;GEN1461;regular
6005;;;A;43.061161041259766;;GEN1462;Create Fine;;;;;;2011-01-04 05:57:23;regular;802437.3833333333;0.0;Create Fine;GEN1462;regular
6006;;;A;43.061161041259766;;GEN1462;Send Fine;;;;;;2011-04-05 16:14:26;regular;802437.3833333333;131657.05;Send Fine;GEN1462;regular
6007;;;A;43.061161041259766;;GEN1462;Insert Fine Notification;;;;;;2011-04-20 22:28:30;regular;802437.3833333333;21974.066666666666;Insert Fine Notification;GEN1462;regular
6008;;;A;43.061161041259766;;GEN1462;Add penalty;;;;;;2011-06-16 03:17:22;regular;802437.3833333333;80928.86666666667;Add penalty;GEN1462;regular
6009;;;A;43.061161041259766;;GEN1462;Payment;;;;;;2011-09-20 20:32:55;regular;802437.3833333333;139275.55;Payment;GEN1462;regular
6010;;;A;43.875709533691406;;GEN1463;Create Fine;;;;;;2011-06-01 05:52:53;regular;1015552.8833333332;0.0;Create Fine;GEN1463;regular
6011;;;A;43.875709533691406;;GEN1463;Send Fine;;;;;;2011-09-06 10:10:56;regular;1015552.8833333332;139938.05;Send Fine;GEN1463;regular
6012;;;A;43.875709533691406;;GEN1463;Insert Fine Notification;;;;;;2011-09-22 23:18:45;regular;1015552.8833333332;23827.816666666666;Insert Fine Notification;GEN1463;regular
6013;;;A;43.875709533691406;;GEN1463;Add penalty;;;;;;2011-11-20 10:53:35;regular;1015552.8833333332;84214.83333333333;Add penalty;GEN1463;regular
6014;;;A;43.875709533691406;;GEN1463;Payment;;;;;;2012-08-24 17:48:30;regular;1015552.8833333332;400734.9166666667;Payment;GEN1463;regular
6015;;;A;38.88265228271485;;GEN1464;Create Fine;;;;;;2011-04-20 11:11:53;regular;955391.8833333332;0.0;Create Fine;GEN1464;regular
6016;;;A;38.88265228271485;;GEN1464;Payment;;;;;;2011-05-14 01:31:49;regular;955391.8833333332;33979.933333333334;Payment;GEN1464;regular
6017;;;A;37.1207389831543;;GEN1465;Create Fine;;;;;;2011-08-03 21:44:08;regular;1107224.1333333333;0.0;Create Fine;GEN1465;regular
6018;;;A;37.1207389831543;;GEN1465;Payment;;;;;;2011-08-19 04:24:06;regular;1107224.1333333333;21999.966666666667;Payment;GEN1465;regular
6019;;;A;45.530540466308594;;GEN1466;Create Fine;;;;;;2011-04-11 18:46:53;regular;942886.8833333332;0.0;Create Fine;GEN1466;regular
6020;;;A;45.530540466308594;;GEN1466;Send Fine;;;;;;2011-07-13 12:07:08;regular;942886.8833333332;133520.25;Send Fine;GEN1466;regular
6021;;;A;45.530540466308594;;GEN1466;Insert Fine Notification;;;;;;2011-07-28 06:54:24;regular;942886.8833333332;21287.266666666663;Insert Fine Notification;GEN1466;regular
6022;;;A;45.530540466308594;;GEN1466;Add penalty;;;;;;2011-09-24 18:44:19;regular;942886.8833333332;84229.91666666667;Add penalty;GEN1466;regular
6023;;;A;45.530540466308594;;GEN1466;Payment;;;;;;2012-02-16 16:05:54;regular;942886.8833333332;208641.5833333333;Payment;GEN1466;regular
6024;;;A;44.94813919067383;;GEN1467;Create Fine;;;;;;2010-05-18 11:09:30;regular;470109.5;0.0;Create Fine;GEN1467;regular
6025;;;A;44.94813919067383;;GEN1467;Send Fine;;;;;;2010-08-10 13:04:58;regular;470109.5;121075.46666666666;Send Fine;GEN1467;regular
6026;;;A;44.94813919067383;;GEN1467;Insert Fine Notification;;;;;;2010-08-28 23:31:03;regular;470109.5;26546.08333333333;Insert Fine Notification;GEN1467;regular
6027;;;A;44.94813919067383;;GEN1467;Add penalty;;;;;;2010-10-26 15:28:01;regular;470109.5;84476.96666666666;Add penalty;GEN1467;regular
6028;;;A;44.86931228637695;;GEN1468;Create Fine;;;;;;2011-01-22 14:05:38;regular;828845.6333333333;0.0;Create Fine;GEN1468;regular
6029;;;A;44.86931228637695;;GEN1468;Send Fine;;;;;;2011-04-24 17:30:47;regular;828845.6333333333;132685.15;Send Fine;GEN1468;regular
6030;;;A;44.86931228637695;;GEN1468;Insert Fine Notification;;;;;;2011-05-12 01:55:00;regular;828845.6333333333;24984.216666666667;Insert Fine Notification;GEN1468;regular
6031;;;A;44.86931228637695;;GEN1468;Add penalty;;;;;;2011-07-09 15:41:03;regular;828845.6333333333;84346.05;Add penalty;GEN1468;regular
6032;;;A;37.08347702026367;;GEN1469;Create Fine;;;;;;2011-08-05 16:34:38;regular;1109794.6333333333;0.0;Create Fine;GEN1469;regular
6033;;;A;37.08347702026367;;GEN1469;Payment;;;;;;2011-08-19 15:02:55;regular;1109794.6333333333;20068.283333333333;Payment;GEN1469;regular
6034;;;A;44.15521240234375;;GEN1470;Create Fine;;;;;;2010-05-07 10:41:23;regular;454241.38333333336;0.0;Create Fine;GEN1470;regular
6035;;;A;44.15521240234375;;GEN1470;Send Fine;;;;;;2010-07-29 18:31:07;regular;454241.38333333336;119989.73333333334;Send Fine;GEN1470;regular
6036;;;A;44.15521240234375;;GEN1470;Insert Fine Notification;;;;;;2010-08-16 19:54:05;regular;454241.38333333336;26002.966666666667;Insert Fine Notification;GEN1470;regular
6037;;;A;44.15521240234375;;GEN1470;Add penalty;;;;;;2010-10-14 01:24:47;regular;454241.38333333336;83850.7;Add penalty;GEN1470;regular
6038;;;A;43.91488265991211;;GEN1471;Create Fine;;;;;;2010-05-10 17:35:08;regular;458975.13333333336;0.0;Create Fine;GEN1471;regular
6039;;;A;43.91488265991211;;GEN1471;Send Fine;;;;;;2010-08-02 10:10:14;regular;458975.13333333336;120515.1;Send Fine;GEN1471;regular
6040;;;A;43.91488265991211;;GEN1471;Insert Fine Notification;;;;;;2010-08-20 13:06:38;regular;458975.13333333336;26096.4;Insert Fine Notification;GEN1471;regular
6041;;;A;43.91488265991211;;GEN1471;Add penalty;;;;;;2010-10-18 01:05:29;regular;458975.13333333336;84238.85;Add penalty;GEN1471;regular
6042;;;A;44.90589904785156;;GEN1472;Create Fine;;;;;;2011-02-15 02:02:53;regular;862682.8833333333;0.0;Create Fine;GEN1472;regular
6043;;;A;44.90589904785156;;GEN1472;Send Fine;;;;;;2011-05-19 14:36:41;regular;862682.8833333333;134673.8;Send Fine;GEN1472;regular
6044;;;A;44.90589904785156;;GEN1472;Insert Fine Notification;;;;;;2011-06-04 11:00:00;regular;862682.8833333333;22823.316666666666;Insert Fine Notification;GEN1472;regular
6045;;;A;44.90589904785156;;GEN1472;Add penalty;;;;;;2011-08-02 00:15:33;regular;862682.8833333333;84315.55;Add penalty;GEN1472;regular
6046;;;A;44.90589904785156;;GEN1472;Payment;;;;;;2012-01-04 22:20:55;regular;862682.8833333333;224525.36666666667;Payment;GEN1472;regular
6047;;;A;35.908199310302734;;GEN1473;Create Fine;;;;;;2011-08-04 20:52:53;regular;1108612.8833333333;0.0;Create Fine;GEN1473;regular
6048;;;A;35.908199310302734;;GEN1473;Payment;;;;;;2011-08-16 15:08:21;regular;1108612.8833333333;16935.466666666667;Payment;GEN1473;regular
6049;;;A;45.26677322387695;;GEN1474;Create Fine;;;;;;2010-05-04 23:58:08;regular;450718.13333333336;0.0;Create Fine;GEN1474;regular
6050;;;A;45.26677322387695;;GEN1474;Send Fine;;;;;;2010-07-27 04:18:14;regular;450718.13333333336;119780.1;Send Fine;GEN1474;regular
6051;;;A;45.26677322387695;;GEN1474;Insert Fine Notification;;;;;;2010-08-14 08:38:14;regular;450718.13333333336;26180.0;Insert Fine Notification;GEN1474;regular
6052;;;A;45.26677322387695;;GEN1474;Add penalty;;;;;;2010-10-11 11:58:20;regular;450718.13333333336;83720.1;Add penalty;GEN1474;regular
6053;;;A;34.83246612548828;;GEN1475;Create Fine;;;;;;2011-07-29 14:53:38;regular;1099613.6333333333;0.0;Create Fine;GEN1475;regular
6054;;;A;34.83246612548828;;GEN1475;Payment;;;;;;2011-08-08 01:16:05;regular;1099613.6333333333;13582.45;Payment;GEN1475;regular
6055;;;A;36.06744766235352;;GEN1476;Create Fine;;;;;;2011-07-18 08:27:23;regular;1083387.3833333333;0.0;Create Fine;GEN1476;regular
6056;;;A;36.06744766235352;;GEN1476;Payment;;;;;;2011-07-29 19:58:10;regular;1083387.3833333333;16530.783333333333;Payment;GEN1476;regular
6057;;;A;33.98611831665039;;GEN1477;Create Fine;;;;;;2011-07-29 15:48:38;regular;1099668.6333333333;0.0;Create Fine;GEN1477;regular
6058;;;A;33.98611831665039;;GEN1477;Payment;;;;;;2011-08-09 01:09:44;regular;1099668.6333333333;14961.1;Payment;GEN1477;regular
6059;;;A;41.04903030395508;;GEN1478;Create Fine;;;;;;2010-03-20 18:09:15;regular;385569.25;0.0;Create Fine;GEN1478;regular
6060;;;A;41.04903030395508;;GEN1478;Send Fine;;;;;;2010-06-16 23:49:09;regular;385569.25;127059.9;Send Fine;GEN1478;regular
6061;;;A;41.04903030395508;;GEN1478;Insert Fine Notification;;;;;;2010-07-02 11:45:24;regular;385569.25;22316.25;Insert Fine Notification;GEN1478;regular
6062;;;A;41.04903030395508;;GEN1478;Payment;;;;;;2010-07-29 13:41:29;regular;385569.25;38996.083333333336;Payment;GEN1478;regular
